Имя,Фамилия,Год рождения,Рост,Вес
Дмитрий,Кузнецов,1954,2.12034,89.1609
Дмитрий,Кузнецов,1955,1.78378,68.2099
Дмитрий,Кузнецов,1961,1.6709,106.304
Дмитрий,Кузнецов,1964,2.00377,99.3593
Дмитрий,Кузнецов,1966,1.82174,75.0059
Дмитрий,Кузнецов,1969,1.75794,66.1817
Дмитрий,Кузнецов,1969,2.12803,81.6534
Дмитрий,Кузнецов,1970,1.98416,95.4108
Дмитрий,Кузнецов,1972,2.01314,58.261
Дмитрий,Кузнецов,1973,2.05493,70.9722
Дмитрий,Кузнецов,1975,2.09673,92.1933
Дмитрий,Кузнецов,1975,2.11491,77.0307
Дмитрий,Кузнецов,1976,1.53006,112.571
Дмитрий,Кузнецов,1976,2.09381,54.7201
Дмитрий,Кузнецов,1977,1.79835,102.11
Дмитрий,Кузнецов,1978,1.87972,66.4531
Дмитрий,Кузнецов,1979,2.00093,67.6506
Дмитрий,Кузнецов,1980,1.8992,96.9235
Дмитрий,Кузнецов,1981,1.55303,51.7875
Дмитрий,Кузнецов,1981,1.92308,79.3707
Дмитрий,Кузнецов,1984,2.11902,108.894
Дмитрий,Кузнецов,1986,2.1346,105.975
Дмитрий,Кузнецов,1987,1.65928,88.4565
Дмитрий,Кузнецов,1987,1.75912,78.4925
Дмитрий,Кузнецов,1987,2.08365,64.2692
Дмитрий,Кузнецов,1989,1.76622,78.9675
Дмитрий,Кузнецов,1989,1.94958,110.716
Дмитрий,Кузнецов,1993,1.81574,114.314
Дмитрий,Кузнецов,1996,1.79094,60.6415
Дмитрий,Кузнецов,1996,1.93568,69.2604
Дмитрий,Кузнецов,1998,1.61277,67.3016
Дмитрий,Кузнецов,1998,1.78058,72.4212
Дмитрий,Кузнецов,1999,1.9703,50.1675
Дмитрий,Кузнецов,2005,1.55408,103.723
Дмитрий,Кузнецов,2007,1.51307,109.592
Дмитрий,Кузнецов,2007,1.96758,78.7689
Дмитрий,Кузнецов,2007,2.14793,118.676
Дмитрий,Кузнецов,2008,1.74027,118.786
Дмитрий,Кузнецов,2008,1.79401,53.2844
Дмитрий,Кузнецов,2010,1.89235,66.6048
Дмитрий,Кузнецов,2011,1.61206,58.1486
Дмитрий,Кузнецов,2013,1.50886,96.7637
Дмитрий,Кузнецов,2016,1.58639,71.4532
Дмитрий,Кузнецов,2016,1.85325,60.479
Дмитрий,Кузнецов,2016,1.89591,83.8511
Дмитрий,Кузнецов,2018,1.57283,60.0165
Дмитрий,Кузнецов,2019,1.60412,99.7524
Дмитрий,Кузнецов,2020,1.51133,50.9259
Дмитрий,Кузнецов,2020,1.76826,60.8377
Дмитрий,Кузнецов,2020,1.90068,64.4776
Дмитрий,Кузнецов,2022,1.73787,92.2673
Дмитрий,Кузнецов,2022,2.06815,114.979
Дмитрий,Кузнецов,2022,2.07954,85.9707
Дмитрий,Кузнецов,2023,1.65894,53.4796
Дмитрий,Кузнецов,2023,1.87864,102.95
Дмитрий,Кузнецов,2023,1.91959,103.963
Дмитрий,Кузнецов,2023,2.04903,62.6272
Дмитрий,Морозов,1951,2.05833,113.059
Дмитрий,Морозов,1952,1.63545,53.0691
Дмитрий,Морозов,1952,1.66045,85.0137
Дмитрий,Морозов,1955,1.63538,71.8825
Дмитрий,Морозов,1961,1.89693,58.6263
Дмитрий,Морозов,1961,1.97417,89.4136
Дмитрий,Морозов,1962,1.87858,112.61
Дмитрий,Морозов,1962,1.94364,60.8133
Дмитрий,Морозов,1965,1.93446,95.2281
Дмитрий,Морозов,1966,1.97092,100.825
Дмитрий,Морозов,1968,2.06222,51.369
Дмитрий,Морозов,1971,2.18888,53.7365
Дмитрий,Морозов,1972,2.07479,51.2669
Дмитрий,Морозов,1974,1.62834,80.8172
Дмитрий,Морозов,1975,1.79197,61.8904
Дмитрий,Морозов,1975,1.79652,115.875
Дмитрий,Морозов,1977,1.51656,101.657
Дмитрий,Морозов,1978,1.62249,94.7639
Дмитрий,Морозов,1978,1.72519,98.9221
Дмитрий,Морозов,1981,1.56855,105.05
Дмитрий,Морозов,1981,2.02533,67.6374
Дмитрий,Морозов,1982,1.89272,98.938
Дмитрий,Морозов,1982,1.91332,89.9603
Дмитрий,Морозов,1983,1.99263,100.097
Дмитрий,Морозов,1984,1.79824,107.678
Дмитрий,Морозов,1988,1.53102,92.8485
Дмитрий,Морозов,1988,1.89026,70.9807
Дмитрий,Морозов,1990,1.69285,111.064
Дмитрий,Морозов,1991,1.61746,89.0514
Дмитрий,Морозов,1991,1.68432,71.3013
Дмитрий,Морозов,1995,2.16711,118.957
Дмитрий,Морозов,1996,1.64368,93.1322
Дмитрий,Морозов,1997,2.11125,93.9313
Дмитрий,Морозов,1998,2.05752,70.9629
Дмитрий,Морозов,2000,1.51905,111.809
Дмитрий,Морозов,2002,2.09911,96.4844
Дмитрий,Морозов,2004,2.14147,69.2417
Дмитрий,Морозов,2005,2.08853,52.0607
Дмитрий,Морозов,2007,1.65388,91.4289
Дмитрий,Морозов,2007,1.99299,56.7051
Дмитрий,Морозов,2010,1.52131,110.257
Дмитрий,Морозов,2010,1.61139,102.782
Дмитрий,Морозов,2011,2.12396,58.8214
Дмитрий,Морозов,2013,1.62157,95.5294
Дмитрий,Морозов,2015,2.13437,57.0232
Дмитрий,Морозов,2016,1.77701,52.9605
Дмитрий,Морозов,2018,1.89827,107.426
Дмитрий,Морозов,2019,1.96547,71.3566
Дмитрий,Морозов,2020,2.04788,116.932
Дмитрий,Морозов,2021,1.79356,103.919
Дмитрий,Морозов,2021,1.95141,111.704
Дмитрий,Морозов,2021,2.19962,90.6726
Дмитрий,Морозов,2023,1.77021,91.1622
Дмитрий,Морозов,2023,1.88698,53.9735
Дмитрий,Новиков,1950,2.18309,69.7805
Дмитрий,Новиков,1951,1.86157,93.0145
Дмитрий,Новиков,1952,1.84458,62.8093
Дмитрий,Новиков,1954,2.11729,91.65
Дмитрий,Новиков,1957,1.67655,64.7634
Дмитрий,Новиков,1958,1.63162,107.469
Дмитрий,Новиков,1959,1.93633,108.97
Дмитрий,Новиков,1961,1.59747,111.654
Дмитрий,Новиков,1962,1.64634,52.3527
Дмитрий,Новиков,1962,1.80939,80.5425
Дмитрий,Новиков,1965,1.52257,99.264
Дмитрий,Новиков,1965,1.78978,94.5869
Дмитрий,Новиков,1966,1.72739,61.5035
Дмитрий,Новиков,1967,1.71395,96.5431
Дмитрий,Новиков,1967,1.8984,112.198
Дмитрий,Новиков,1968,1.82486,70.3261
Дмитрий,Новиков,1969,1.6101,104.071
Дмитрий,Новиков,1969,1.76441,98.1833
Дмитрий,Новиков,1971,1.8394,90.3853
Дмитрий,Новиков,1973,2.13269,76.8183
Дмитрий,Новиков,1973,2.19741,94.4783
Дмитрий,Новиков,1974,1.76083,88.7955
Дмитрий,Новиков,1974,1.79203,96.7381
Дмитрий,Новиков,1975,2.02839,110.535
Дмитрий,Новиков,1976,1.87029,77.9188
Дмитрий,Новиков,1978,2.05625,67.8571
Дмитрий,Новиков,1979,1.66306,108.515
Дмитрий,Новиков,1982,1.93854,90.3005
Дмитрий,Новиков,1983,1.52574,57.132
Дмитрий,Новиков,1985,1.50884,103.238
Дмитрий,Новиков,1987,1.84686,113.798
Дмитрий,Новиков,1987,2.14997,59.88
Дмитрий,Новиков,1988,1.58477,62.7073
Дмитрий,Новиков,1988,1.59106,58.5498
Дмитрий,Новиков,1989,2.19908,94.1874
Дмитрий,Новиков,1991,1.89201,87.9203
Дмитрий,Новиков,1994,1.83863,84.6371
Дмитрий,Новиков,1995,2.15056,88.9624
Дмитрий,Новиков,1998,1.63523,115.479
Дмитрий,Новиков,1999,1.61284,70.2275
Дмитрий,Новиков,2001,1.71834,91.5886
Дмитрий,Новиков,2002,1.64482,64.6116
Дмитрий,Новиков,2003,1.97241,75.7236
Дмитрий,Новиков,2005,2.0651,65.9867
Дмитрий,Новиков,2006,1.78363,113.095
Дмитрий,Новиков,2006,2.04438,88.618
Дмитрий,Новиков,2006,2.1108,59.1662
Дмитрий,Новиков,2008,2.04892,66.9137
Дмитрий,Новиков,2012,1.788,107.071
Дмитрий,Новиков,2012,2.08396,52.1963
Дмитрий,Новиков,2020,1.96496,61.7321
Дмитрий,Новиков,2021,1.53109,106.251
Дмитрий,Новиков,2023,1.9239,51.5827
Дмитрий,Петров,1951,1.58918,65.1194
Дмитрий,Петров,1956,1.92908,75.453
Дмитрий,Петров,1957,1.67784,75.2422
Дмитрий,Петров,1958,1.52246,84.775
Дмитрий,Петров,1961,1.73779,73.9021
Дмитрий,Петров,1961,1.75142,104.469
Дмитрий,Петров,1962,2.08772,85.6974
Дмитрий,Петров,1963,1.77271,64.5071
Дмитрий,Петров,1964,1.70697,84.3375
Дмитрий,Петров,1966,1.50236,57.806
Дмитрий,Петров,1966,2.17119,105.233
Дмитрий,Петров,1967,1.56004,98.8144
Дмитрий,Петров,1967,1.77017,110.434
Дмитрий,Петров,1967,1.89228,69.8872
Дмитрий,Петров,1969,1.73568,61.4977
Дмитрий,Петров,1970,1.52793,67.8288
Дмитрий,Петров,1971,2.13943,62.3169
Дмитрий,Петров,1972,1.51567,107.734
Дмитрий,Петров,1975,1.91186,119.651
Дмитрий,Петров,1978,1.61606,116.728
Дмитрий,Петров,1979,2.14622,56.4771
Дмитрий,Петров,1980,1.74827,92.7761
Дмитрий,Петров,1981,1.99044,102.64
Дмитрий,Петров,1983,1.61523,60.9221
Дмитрий,Петров,1985,1.6519,95.4931
Дмитрий,Петров,1985,2.06225,86.3447
Дмитрий,Петров,1988,1.55114,62.2429
Дмитрий,Петров,1989,2.16068,84.0057
Дмитрий,Петров,1991,1.98614,77.5842
Дмитрий,Петров,1997,1.88063,68.8661
Дмитрий,Петров,1999,1.71222,106.063
Дмитрий,Петров,1999,1.89588,90.6023
Дмитрий,Петров,2002,2.01709,66.8024
Дмитрий,Петров,2004,1.65971,102.568
Дмитрий,Петров,2013,1.53029,56.9694
Дмитрий,Петров,2013,1.87186,106.711
Дмитрий,Петров,2013,1.88502,61.0024
Дмитрий,Петров,2015,1.63487,117.512
Дмитрий,Петров,2016,1.57034,51.7704
Дмитрий,Петров,2016,2.1137,71.649
Дмитрий,Петров,2017,1.5174,117.61
Дмитрий,Петров,2018,1.53997,111.743
Дмитрий,Петров,2023,1.86979,114.523
Дмитрий,Попов,1952,1.60361,112.268
Дмитрий,Попов,1953,1.50643,52.4462
Дмитрий,Попов,1953,1.97352,115.625
Дмитрий,Попов,1957,1.56667,61.8716
Дмитрий,Попов,1957,1.64642,105.586
Дмитрий,Попов,1958,1.65451,65.5119
Дмитрий,Попов,1958,1.76281,54.8122
Дмитрий,Попов,1961,1.96266,75.67
Дмитрий,Попов,1962,2.00363,70.0379
Дмитрий,Попов,1963,1.78123,93.6775
Дмитрий,Попов,1963,1.96786,91.1264
Дмитрий,Попов,1965,1.65795,84.8116
Дмитрий,Попов,1965,1.66746,110.023
Дмитрий,Попов,1971,1.59578,55.2189
Дмитрий,Попов,1972,1.73546,90.454
Дмитрий,Попов,1975,2.15276,86.3338
Дмитрий,Попов,1977,1.88109,110.225
Дмитрий,Попов,1978,1.71646,75.1596
Дмитрий,Попов,1978,2.02069,93.5611
Дмитрий,Попов,1979,2.14175,85.7102
Дмитрий,Попов,1979,2.16616,67.3107
Дмитрий,Попов,1980,1.81578,118.588
Дмитрий,Попов,1980,2.01751,83.0954
Дмитрий,Попов,1983,1.93683,55.4461
Дмитрий,Попов,1985,1.59619,58.9934
Дмитрий,Попов,1985,2.06704,108.794
Дмитрий,Попов,1987,1.57034,87.6427
Дмитрий,Попов,1987,1.65938,74.4318
Дмитрий,Попов,1988,2.13745,89.1921
Дмитрий,Попов,1989,1.89216,91.4756
Дмитрий,Попов,1989,2.04992,75.1937
Дмитрий,Попов,1990,1.68987,101.929
Дмитрий,Попов,1993,1.55535,111.826
Дмитрий,Попов,1997,1.92126,67.8177
Дмитрий,Попов,1998,2.15774,112.351
Дмитрий,Попов,1999,1.98056,82.2756
Дмитрий,Попов,2003,1.77905,73.5041
Дмитрий,Попов,2003,1.94252,94.446
Дмитрий,Попов,2007,1.52814,63.714
Дмитрий,Попов,2007,2.06375,106.596
Дмитрий,Попов,2009,1.89134,96.326
Дмитрий,Попов,2011,1.53181,104.78
Дмитрий,Попов,2011,1.78026,54.5176
Дмитрий,Попов,2012,1.94149,89.6328
Дмитрий,Попов,2018,1.9039,109.839
Дмитрий,Попов,2021,1.5982,87.8354
Дмитрий,Попов,2023,1.54572,60.9101
Дмитрий,Попов,2023,2.13083,89.1541
Дмитрий,Сидоров,1950,1.70252,84.3097
Дмитрий,Сидоров,1951,1.97291,71.7519
Дмитрий,Сидоров,1952,1.67818,55.7547
Дмитрий,Сидоров,1952,1.69509,61.1
Дмитрий,Сидоров,1958,1.76936,58.6336
Дмитрий,Сидоров,1960,2.13738,53.3351
Дмитрий,Сидоров,1964,2.03916,96.5603
Дмитрий,Сидоров,1965,1.79676,81.3522
Дмитрий,Сидоров,1968,1.61405,115.056
Дмитрий,Сидоров,1968,2.11328,95.0439
Дмитрий,Сидоров,1970,1.61932,90.1708
Дмитрий,Сидоров,1970,1.90773,68.7345
Дмитрий,Сидоров,1971,2.10675,86.2069
Дмитрий,Сидоров,1972,1.8939,72.2727
Дмитрий,Сидоров,1972,1.91769,71.9966
Дмитрий,Сидоров,1973,1.90505,57.4046
Дмитрий,Сидоров,1973,2.01579,77.3064
Дмитрий,Сидоров,1973,2.11675,51.5705
Дмитрий,Сидоров,1974,1.58155,97.417
Дмитрий,Сидоров,1974,1.64601,98.0099
Дмитрий,Сидоров,1976,2.01676,62.4941
Дмитрий,Сидоров,1977,2.1946,91.6673
Дмитрий,Сидоров,1978,2.1893,73.8861
Дмитрий,Сидоров,1979,1.52734,103.951
Дмитрий,Сидоров,1979,2.00467,105.836
Дмитрий,Сидоров,1981,1.82062,85.3599
Дмитрий,Сидоров,1982,1.55444,56.3063
Дмитрий,Сидоров,1982,2.04231,79.08
Дмитрий,Сидоров,1982,2.10214,85.4272
Дмитрий,Сидоров,1983,2.09003,116.074
Дмитрий,Сидоров,1984,2.03529,119.367
Дмитрий,Сидоров,1987,1.62662,77.8875
Дмитрий,Сидоров,1987,1.81802,87.442
Дмитрий,Сидоров,1987,2.15459,119.181
Дмитрий,Сидоров,1990,1.91602,77.5682
Дмитрий,Сидоров,1990,2.12577,93.2586
Дмитрий,Сидоров,1992,1.898,88.2628
Дмитрий,Сидоров,1993,1.69021,87.6466
Дмитрий,Сидоров,1994,1.79599,78.8511
Дмитрий,Сидоров,1998,1.68374,116.895
Дмитрий,Сидоров,2003,1.80973,85.2808
Дмитрий,Сидоров,2004,1.83897,64.1455
Дмитрий,Сидоров,2007,2.02583,85.593
Дмитрий,Сидоров,2007,2.08591,58.0303
Дмитрий,Сидоров,2011,2.16713,97.4639
Дмитрий,Сидоров,2012,1.66616,58.3078
Дмитрий,Сидоров,2012,1.89452,60.1395
Дмитрий,Сидоров,2019,1.88013,99.1425
Дмитрий,Сидоров,2019,2.14617,55.287
Дмитрий,Сидоров,2021,2.10567,75.7081
Дмитрий,Смирнов,1952,1.63843,93.291
Дмитрий,Смирнов,1952,1.67136,79.6173
Дмитрий,Смирнов,1954,1.6558,102.113
Дмитрий,Смирнов,1954,2.0906,88.0968
Дмитрий,Смирнов,1957,1.90281,68.6403
Дмитрий,Смирнов,1957,1.96685,117.465
Дмитрий,Смирнов,1958,2.13906,100.375
Дмитрий,Смирнов,1958,2.17211,111.152
Дмитрий,Смирнов,1961,1.66263,106.886
Дмитрий,Смирнов,1962,2.04624,52.2204
Дмитрий,Смирнов,1966,2.10463,76.9087
Дмитрий,Смирнов,1967,2.09345,87.8276
Дмитрий,Смирнов,1969,1.54928,62.5969
Дмитрий,Смирнов,1969,1.80006,98.7041
Дмитрий,Смирнов,1970,1.54124,94.8301
Дмитрий,Смирнов,1970,1.94808,66.5529
Дмитрий,Смирнов,1971,1.50463,99.7488
Дмитрий,Смирнов,1971,1.61422,94.926
Дмитрий,Смирнов,1971,2.0746,92.5175
Дмитрий,Смирнов,1971,2.0894,84.2183
Дмитрий,Смирнов,1972,2.16772,98.6117
Дмитрий,Смирнов,1975,2.17423,73.9098
Дмитрий,Смирнов,1976,1.85722,104.833
Дмитрий,Смирнов,1976,2.03435,117.261
Дмитрий,Смирнов,1977,1.63606,111.269
Дмитрий,Смирнов,1979,1.91069,72.9079
Дмитрий,Смирнов,1980,2.14618,109.661
Дмитрий,Смирнов,1986,1.93707,64.9877
Дмитрий,Смирнов,1988,1.55068,83.2127
Дмитрий,Смирнов,1988,2.06934,88.1137
Дмитрий,Смирнов,1990,1.79316,107.961
Дмитрий,Смирнов,1994,2.03022,56.5058
Дмитрий,Смирнов,1996,2.11037,63.6781
Дмитрий,Смирнов,1996,2.14074,75.014
Дмитрий,Смирнов,1997,1.63831,113.375
Дмитрий,Смирнов,1997,2.1504,103.85
Дмитрий,Смирнов,1998,2.16322,51.8124
Дмитрий,Смирнов,2001,1.6325,60.5376
Дмитрий,Смирнов,2005,1.81578,95.4315
Дмитрий,Смирнов,2007,2.07051,57.5104
Дмитрий,Смирнов,2007,2.12673,67.1206
Дмитрий,Смирнов,2008,2.01133,74.1736
Дмитрий,Смирнов,2010,1.50315,60.6315
Дмитрий,Смирнов,2011,1.65793,59.7454
Дмитрий,Смирнов,2011,2.02674,105.063
Дмитрий,Смирнов,2015,1.69722,101.023
Дмитрий,Смирнов,2015,1.78077,61.4157
Дмитрий,Смирнов,2015,2.00552,99.2919
Дмитрий,Смирнов,2015,2.01476,73.586
Дмитрий,Смирнов,2016,2.19466,94.6682
Дмитрий,Смирнов,2017,1.83644,98.6545
Дмитрий,Смирнов,2019,1.58143,52.706
Дмитрий,Смирнов,2019,1.85307,55.5914
Дмитрий,Смирнов,2021,1.95507,52.9314
Дмитрий,Смирнов,2023,1.93588,58.974
Дмитрий,Смирнов,2023,2.07595,113.045
Дмитрий,Фёдоров,1950,1.97059,91.949
Дмитрий,Фёдоров,1953,1.80042,69.0873
Дмитрий,Фёдоров,1955,1.84994,93.2336
Дмитрий,Фёдоров,1955,1.97846,60.1363
Дмитрий,Фёдоров,1959,1.59825,94.9242
Дмитрий,Фёдоров,1959,1.73911,71.5282
Дмитрий,Фёдоров,1960,1.59037,119.885
Дмитрий,Фёдоров,1961,1.70063,86.9167
Дмитрий,Фёдоров,1964,1.84632,69.9528
Дмитрий,Фёдоров,1965,2.13293,116.585
Дмитрий,Фёдоров,1966,1.9436,88.9375
Дмитрий,Фёдоров,1968,1.81264,52.3423
Дмитрий,Фёдоров,1969,2.15353,77.937
Дмитрий,Фёдоров,1970,1.62758,97.5561
Дмитрий,Фёдоров,1972,1.69784,61.3305
Дмитрий,Фёдоров,1972,1.71314,55.2432
Дмитрий,Фёдоров,1975,1.61731,97.3101
Дмитрий,Фёдоров,1975,2.0148,55.425
Дмитрий,Фёдоров,1978,1.55375,113.129
Дмитрий,Фёдоров,1979,2.12796,96.4013
Дмитрий,Фёдоров,1980,1.71389,67.7133
Дмитрий,Фёдоров,1980,2.1265,66.4845
Дмитрий,Фёдоров,1981,1.77865,117.245
Дмитрий,Фёдоров,1983,1.71562,106.237
Дмитрий,Фёдоров,1985,1.67262,95.1878
Дмитрий,Фёдоров,1986,1.94519,99.2963
Дмитрий,Фёдоров,1988,1.51732,53.1564
Дмитрий,Фёдоров,1989,1.64393,76.2779
Дмитрий,Фёдоров,1990,1.58069,65.0508
Дмитрий,Фёдоров,1991,1.77169,73.4361
Дмитрий,Фёдоров,1991,1.96163,89.2154
Дмитрий,Фёдоров,1996,1.78046,53.7482
Дмитрий,Фёдоров,1999,1.53515,102.531
Дмитрий,Фёдоров,1999,1.65801,102.846
Дмитрий,Фёдоров,2001,1.83937,62.2679
Дмитрий,Фёдоров,2006,1.80155,64.3127
Дмитрий,Фёдоров,2007,1.55809,112.372
Дмитрий,Фёдоров,2013,1.69333,56.4185
Дмитрий,Фёдоров,2013,2.06523,117.073
Дмитрий,Фёдоров,2017,1.59851,72.3401
Дмитрий,Фёдоров,2017,2.18552,108.344
Дмитрий,Фёдоров,2018,1.55076,105.323
Дмитрий,Фёдоров,2018,1.6697,107.255
Дмитрий,Фёдоров,2018,2.00273,99.1416
Дмитрий,Фёдоров,2018,2.05081,111.889
Дмитрий,Фёдоров,2019,1.58722,53.882
Дмитрий,Фёдоров,2020,1.83855,103.428
Дмитрий,Фёдоров,2021,1.61139,83.9083
Дмитрий,Фёдоров,2022,1.80209,72.0235
Дмитрий,Человек,1951,2.15739,104.686
Дмитрий,Человек,1954,1.94888,79.1258
Дмитрий,Человек,1955,1.9882,71.8036
Дмитрий,Человек,1958,1.66133,83.568
Дмитрий,Человек,1960,1.66362,78.6957
Дмитрий,Человек,1963,1.96058,96.3691
Дмитрий,Человек,1964,1.68939,95.4125
Дмитрий,Человек,1964,1.70625,81.0632
Дмитрий,Человек,1964,1.87371,99.0365
Дмитрий,Человек,1966,1.88376,50.7611
Дмитрий,Человек,1966,1.93297,114.262
Дмитрий,Человек,1966,2.05943,57.3028
Дмитрий,Человек,1967,1.81492,69.1356
Дмитрий,Человек,1969,1.98707,112.873
Дмитрий,Человек,1969,2.03183,107.569
Дмитрий,Человек,1969,2.1146,66.4942
Дмитрий,Человек,1970,1.72876,75.7533
Дмитрий,Человек,1970,1.8848,71.6888
Дмитрий,Человек,1970,1.97226,102.944
Дмитрий,Человек,1971,1.55759,71.6448
Дмитрий,Человек,1971,1.82341,64.3614
Дмитрий,Человек,1973,1.7133,63.1594
Дмитрий,Человек,1974,1.55665,96.0026
Дмитрий,Человек,1974,1.79953,77.9706
Дмитрий,Человек,1975,1.6507,109.934
Дмитрий,Человек,1975,1.67666,83.9145
Дмитрий,Человек,1976,1.63699,55.0078
Дмитрий,Человек,1977,1.54569,88.9909
Дмитрий,Человек,1977,1.81524,53.806
Дмитрий,Человек,1977,2.08642,68.648
Дмитрий,Человек,1979,1.67162,96.0736
Дмитрий,Человек,1979,1.77284,62.6786
Дмитрий,Человек,1982,1.97166,78.0509
Дмитрий,Человек,1987,2.07462,109.598
Дмитрий,Человек,1989,1.6767,72.5515
Дмитрий,Человек,1989,1.84801,76.2615
Дмитрий,Человек,1989,1.97911,91.2556
Дмитрий,Человек,1990,2.02217,111.524
Дмитрий,Человек,1993,1.63524,109.935
Дмитрий,Человек,1995,1.97581,87.8591
Дмитрий,Человек,1995,2.0476,92.5391
Дмитрий,Человек,1997,2.03485,61.6629
Дмитрий,Человек,1998,1.90592,116.041
Дмитрий,Человек,1998,2.01293,81.3562
Дмитрий,Человек,1999,1.88465,54.2202
Дмитрий,Человек,2000,1.51411,107.345
Дмитрий,Человек,2000,2.05866,113.854
Дмитрий,Человек,2001,1.54593,88.7921
Дмитрий,Человек,2001,2.11197,87.2481
Дмитрий,Человек,2002,1.88064,76.7338
Дмитрий,Человек,2007,1.68857,64.6302
Дмитрий,Человек,2007,1.73554,74.0035
Дмитрий,Человек,2009,1.52583,109.754
Дмитрий,Человек,2010,2.00175,104.037
Дмитрий,Человек,2012,1.65098,74.5099
Дмитрий,Человек,2013,1.81828,65.8713
Дмитрий,Человек,2013,1.99111,70.812
Дмитрий,Человек,2014,2.01814,74.4972
Дмитрий,Человек,2015,1.71334,86.659
Дмитрий,Человек,2016,1.94099,73.6696
Дмитрий,Человек,2017,1.82517,100.461
Дмитрий,Человек,2017,2.10419,88.7658
Дмитрий,Человек,2020,1.75365,56.5584
Дмитрий,Человек,2020,1.96819,56.1927
Дмитрий,Человек,2021,1.8218,76.8454
Дмитрий,Человек,2022,2.00373,62.9671
Дмитрий,Человек,2022,2.13658,70.9829
Иван,Васильев,1950,1.95393,116.591
Иван,Васильев,1951,2.04559,56.2156
Иван,Васильев,1953,1.52674,62.7317
Иван,Васильев,1953,2.0734,96.9138
Иван,Васильев,1953,2.14934,104.494
Иван,Васильев,1956,1.64709,51.9216
Иван,Васильев,1957,2.17822,115.633
Иван,Васильев,1960,2.01959,95.2456
Иван,Васильев,1962,1.51319,98.1829
Иван,Васильев,1963,1.56404,70.1044
Иван,Васильев,1964,1.82041,50.9924
Иван,Васильев,1965,1.74615,119.309
Иван,Васильев,1974,1.50164,119.831
Иван,Васильев,1975,2.02273,97.5071
Иван,Васильев,1985,2.08131,93.3074
Иван,Васильев,1990,1.68478,108.231
Иван,Васильев,1990,1.73415,96.0386
Иван,Васильев,1991,1.55635,87.0888
Иван,Васильев,1992,1.97936,67.7299
Иван,Васильев,1994,2.16395,102.138
Иван,Васильев,1995,1.89707,119.317
Иван,Васильев,1999,1.60108,60.9112
Иван,Васильев,2005,1.87673,105.415
Иван,Васильев,2010,1.93432,119.467
Иван,Васильев,2012,1.87738,52.7477
Иван,Васильев,2013,1.94767,69.1887
Иван,Васильев,2016,2.16205,50.8646
Иван,Васильев,2017,1.92356,81.2586
Иван,Васильев,2018,1.82141,97.4085
Иван,Васильев,2018,2.10214,96.2506
Иван,Васильев,2019,1.54569,74.5913
Иван,Иванов,1951,1.931,102.11
Иван,Иванов,1951,1.93363,104.288
Иван,Иванов,1955,1.56739,67.7891
Иван,Иванов,1957,1.54414,73.6123
Иван,Иванов,1957,1.56151,102.065
Иван,Иванов,1962,1.53987,82.0718
Иван,Иванов,1963,1.84544,94.3843
Иван,Иванов,1967,1.63111,67.3314
Иван,Иванов,1967,1.7379,101.795
Иван,Иванов,1967,1.94879,91.1933
Иван,Иванов,1967,1.97549,103.994
Иван,Иванов,1973,1.77624,86.9559
Иван,Иванов,1973,2.1277,54.392
Иван,Иванов,1974,1.721,60.4402
Иван,Иванов,1974,1.77131,98.2181
Иван,Иванов,1975,1.73014,54.0548
Иван,Иванов,1975,1.90747,82.1401
Иван,Иванов,1977,1.5362,114.1
Иван,Иванов,1978,1.99431,108.838
Иван,Иванов,1979,2.08562,59.9529
Иван,Иванов,1979,2.14347,97.4873
Иван,Иванов,1979,2.18066,64.5136
Иван,Иванов,1980,1.5171,119.537
Иван,Иванов,1980,1.65618,77.3253
Иван,Иванов,1982,1.59934,59.0229
Иван,Иванов,1983,1.52127,70.717
Иван,Иванов,1985,2.15176,81.9007
Иван,Иванов,1989,1.9632,108.774
Иван,Иванов,1991,1.86146,74.4543
Иван,Иванов,1995,1.71202,67.8616
Иван,Иванов,1995,2.12325,96.1687
Иван,Иванов,1996,2.05114,60.0812
Иван,Иванов,1998,1.92494,73.9355
Иван,Иванов,1998,2.10965,85.9721
Иван,Иванов,1999,1.80293,64.3999
Иван,Иванов,2004,1.60702,76.575
Иван,Иванов,2004,1.7853,115.383
Иван,Иванов,2005,1.82347,86.5655
Иван,Иванов,2007,1.65004,91.8314
Иван,Иванов,2008,1.92628,87.9921
Иван,Иванов,2010,2.09417,106.423
Иван,Иванов,2016,1.86024,50.308
Иван,Иванов,2016,1.97563,91.7171
Иван,Иванов,2017,1.92526,62.1122
Иван,Иванов,2020,1.80105,54.3813
Иван,Иванов,2020,2.17277,70.3133
Иван,Иванов,2021,1.80448,69.9842
Иван,Иванов,2021,1.82198,103.582
Иван,Иванов,2023,1.94378,66.7115
Иван,Иванов,2023,2.14624,116.975
Иван,Йоу,1950,1.69333,100.96
Иван,Йоу,1950,2.12233,85.7636
Иван,Йоу,1952,1.6165,80.1988
Иван,Йоу,1953,1.67736,92.7745
Иван,Йоу,1956,2.04738,119.174
Иван,Йоу,1959,2.06392,90.3545
Иван,Йоу,1960,1.68986,69.331
Иван,Йоу,1964,1.78481,67.8188
Иван,Йоу,1967,1.94566,83.4796
Иван,Йоу,1968,2.16833,70.6412
Иван,Йоу,1969,1.76324,112.18
Иван,Йоу,1970,1.79345,83.3399
Иван,Йоу,1973,1.89404,96.0047
